year_film,year_ceremony,ceremony,category,name,film,winner,imdb_rating,box_office
2013,2014,86,BEST PICTURE,"Scott Rudin, Dana Brunetti and Michael De Luca, Producers",Captain Phillips,False,7.8,"$107,100,855"
2013,2014,86,BEST PICTURE,"Robbie Brenner and Rachel Winter, Producers",Dallas Buyers Club,False,,
2013,2014,86,BEST PICTURE,"Alfonso Cuarón and David Heyman, Producers",Gravity,False,,
2013,2014,86,BEST PICTURE,"Megan Ellison, Spike Jonze and Vincent Landay, Producers",Her,False,8.0,"$25,568,251"
2013,2014,86,BEST PICTURE,"Albert Berger and Ron Yerxa, Producers",Nebraska,False,,
2013,2014,86,BEST PICTURE,"Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers",Philomena,False,,
2013,2014,86,BEST PICTURE,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",12 Years a Slave,True,,
2013,2014,86,BEST PICTURE,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers",The Wolf of Wall Street,False,,
2014,2015,87,ACTOR IN A LEADING ROLE,Steve Carell,Foxcatcher,False,7.0,"$12,096,300"
2014,2015,87,ACTOR IN A LEADING ROLE,Bradley Cooper,American Sniper,False,7.3,"$350,159,020"
2014,2015,87,ACTOR IN A LEADING ROLE,Benedict Cumberbatch,The Imitation Game,False,8.0,"$91,125,683"
2014,2015,87,ACTOR IN A LEADING ROLE,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance),False,7.7,"$42,340,598"
2014,2015,87,ACTOR IN A LEADING ROLE,Eddie Redmayne,The Theory of Everything,True,7.7,"$35,893,537"
2014,2015,87,ACTRESS IN A LEADING ROLE,Marion Cotillard,"Two Days, One Night",False,8.2,"$1,436,243"
2014,2015,87,ACTRESS IN A LEADING ROLE,Felicity Jones,The Theory of Everything,False,,
2014,2015,87,ACTRESS IN A LEADING ROLE,Julianne Moore,Still Alice,True,7.5,"$18,754,371"
2014,2015,87,ACTRESS IN A LEADING ROLE,Rosamund Pike,Gone Girl,False,8.1,"$167,767,189"
2014,2015,87,ACTRESS IN A LEADING ROLE,Reese Witherspoon,Wild,False,8.2,"$37,880,356"
2014,2015,87,BEST PICTURE,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers",American Sniper,False,,
2014,2015,87,BEST PICTURE,"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers",Birdman or (The Unexpected Virtue of Ignorance),True,,
2014,2015,87,BEST PICTURE,"Richard Linklater and Cathleen Sutherland, Producers",Boyhood,False,7.9,"$25,352,281"
2014,2015,87,BEST PICTURE,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers",The Grand Budapest Hotel,False,8.1,"$59,301,324"
2014,2015,87,BEST PICTURE,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers",The Imitation Game,False,,
2014,2015,87,BEST PICTURE,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner, Producers",Selma,False,7.5,"$52,076,908"
2014,2015,87,BEST PICTURE,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten, Producers",The Theory of Everything,False,,
2014,2015,87,BEST PICTURE,"Jason Blum, Helen Estabrook and David Lancaster, Producers",Whiplash,False,8.5,"$14,003,391"
2015,2016,88,ACTOR IN A LEADING ROLE,Bryan Cranston,Trumbo,False,7.4,"$7,857,741"
2015,2016,88,ACTOR IN A LEADING ROLE,Matt Damon,The Martian,False,8.0,"$228,433,663"
2015,2016,88,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,The Revenant,True,8.0,"$183,637,894"
2015,2016,88,ACTOR IN A LEADING ROLE,Michael Fassbender,Steve Jobs,False,7.2,"$17,766,658"
2015,2016,88,ACTOR IN A LEADING ROLE,Eddie Redmayne,The Danish Girl,False,7.1,"$11,114,018"
2015,2016,88,ACTRESS IN A LEADING ROLE,Cate Blanchett,Carol,False,7.3,"$12,711,491"
2015,2016,88,ACTRESS IN A LEADING ROLE,Brie Larson,Room,True,8.1,"$14,677,654"
2015,2016,88,ACTRESS IN A LEADING ROLE,Jennifer Lawrence,Joy,False,7.1,"$56,451,232"
2015,2016,88,ACTRESS IN A LEADING ROLE,Charlotte Rampling,45 Years,False,7.1,"$4,247,285"
2015,2016,88,ACTRESS IN A LEADING ROLE,Saoirse Ronan,Brooklyn,False,8.4,"$38,322,743"
2015,2016,88,BEST PICTURE,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers",The Big Short,False,7.8,"$70,259,870"
2015,2016,88,BEST PICTURE,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger, Producers",Bridge of Spies,False,7.6,"$72,313,754"
2015,2016,88,BEST PICTURE,"Finola Dwyer and Amanda Posey, Producers",Brooklyn,False,,
2015,2016,88,BEST PICTURE,"Doug Mitchell and George Miller, Producers",Mad Max: Fury Road,False,8.1,"$154,280,290"
2015,2016,88,BEST PICTURE,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers",The Martian,False,,
2015,2016,88,BEST PICTURE,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon, Producers",The Revenant,False,,
2015,2016,88,BEST PICTURE,"Ed Guiney, Producer",Room,False,,
2015,2016,88,BEST PICTURE,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",Spotlight,True,8.1,"$45,055,776"
2016,2017,89,ACTOR IN A LEADING ROLE,Casey Affleck,Manchester by the Sea,True,7.8,"$47,695,371"
2016,2017,89,ACTOR IN A LEADING ROLE,Andrew Garfield,Hacksaw Ridge,False,8.1,"$67,209,615"
2016,2017,89,ACTOR IN A LEADING ROLE,Ryan Gosling,La La Land,False,8.0,"$151,101,803"
2016,2017,89,ACTOR IN A LEADING ROLE,Viggo Mortensen,Captain Fantastic,False,7.8,"$5,879,835"
2016,2017,89,ACTOR IN A LEADING ROLE,Denzel Washington,Fences,False,7.8,"$57,682,904"
2016,2017,89,ACTRESS IN A LEADING ROLE,Isabelle Huppert,Elle,False,7.1,"$2,341,534"
2016,2017,89,ACTRESS IN A LEADING ROLE,Ruth Negga,Loving,False,7.0,"$7,751,969"
2016,2017,89,ACTRESS IN A LEADING ROLE,Natalie Portman,Jackie,False,6.6,"$13,960,394"
2016,2017,89,ACTRESS IN A LEADING ROLE,Emma Stone,La La Land,True,,
2016,2017,89,ACTRESS IN A LEADING ROLE,Meryl Streep,Florence Foster Jenkins,False,6.8,"$27,383,770"
2016,2017,89,BEST PICTURE,"Shawn Levy, Dan Levine, Aaron Ryder and David Linde, Producers",Arrival,False,7.9,"$100,546,139"
2016,2017,89,BEST PICTURE,"Scott Rudin, Denzel Washington and Todd Black, Producers",Fences,False,,
2016,2017,89,BEST PICTURE,"Bill Mechanic and David Permut, Producers",Hacksaw Ridge,False,,
2016,2017,89,BEST PICTURE,"Carla Hacken and Julie Yorn, Producers",Hell or High Water,False,7.6,"$27,007,844"
2016,2017,89,BEST PICTURE,"Donna Gigliotti, Peter Chernin, Jenno Topping, Pharrell Williams and Theodore Melfi, Producers",Hidden Figures,False,7.8,"$169,607,287"
2016,2017,89,BEST PICTURE,"Fred Berger, Jordan Horowitz and Marc Platt, Producers",La La Land,False,,
2016,2017,89,BEST PICTURE,"Emile Sherman, Iain Canning and Angie Fielder, Producers",Lion,False,6.7,"$51,738,905"
2016,2017,89,BEST PICTURE,"Matt Damon, Kimberly Steward, Chris Moore, Lauren Beck and Kevin J. Walsh, Producers",Manchester by the Sea,False,,
2016,2017,89,BEST PICTURE,"Adele Romanski, Dede Gardner and Jeremy Kleiner, Producers",Moonlight,True,7.4,"$27,854,932"
2017,2018,90,ACTOR IN A LEADING ROLE,Timothée Chalamet,Call Me by Your Name,False,7.8,"$18,095,701"
2017,2018,90,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Phantom Thread,False,7.4,"$21,198,205"
2017,2018,90,ACTOR IN A LEADING ROLE,Daniel Kaluuya,Get Out,False,7.8,"$176,196,665"
2017,2018,90,ACTOR IN A LEADING ROLE,Gary Oldman,Darkest Hour,True,7.4,"$56,468,410"
2017,2018,90,ACTOR IN A LEADING ROLE,Denzel Washington,"Roman J. Israel, Esq.",False,6.5,"$11,962,778"
2017,2018,90,ACTRESS IN A LEADING ROLE,Sally Hawkins,The Shape of Water,False,7.3,"$63,859,435"
2017,2018,90,ACTRESS IN A LEADING ROLE,Frances McDormand,"Three Billboards outside Ebbing, Missouri",True,8.1,"$54,513,740"
2017,2018,90,ACTRESS IN A LEADING ROLE,Margot Robbie,"I, Tonya",False,7.5,"$30,014,539"
2017,2018,90,ACTRESS IN A LEADING ROLE,Saoirse Ronan,Lady Bird,False,7.4,"$48,958,273"
2017,2018,90,ACTRESS IN A LEADING ROLE,Meryl Streep,The Post,False,7.2,"$81,903,458"
2017,2018,90,BEST PICTURE,"Peter Spears, Luca Guadagnino, Emilie Georges and Marco Morabito, Producers",Call Me by Your Name,False,,
2017,2018,90,BEST PICTURE,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten and Douglas Urbanski, Producers",Darkest Hour,False,,
2017,2018,90,BEST PICTURE,"Emma Thomas and Christopher Nolan, Producers",Dunkirk,False,7.8,"$189,740,665"
2017,2018,90,BEST PICTURE,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr. and Jordan Peele, Producers",Get Out,False,,
2017,2018,90,BEST PICTURE,"Scott Rudin, Eli Bush and Evelyn O'Neill, Producers",Lady Bird,False,,
2017,2018,90,BEST PICTURE,"JoAnne Sellar, Paul Thomas Anderson, Megan Ellison and Daniel Lupi, Producers",Phantom Thread,False,,
2017,2018,90,BEST PICTURE,"Amy Pascal, Steven Spielberg and Kristie Macosko Krieger, Producers",The Post,False,,
2017,2018,90,BEST PICTURE,"Guillermo del Toro and J. Miles Dale, Producers",The Shape of Water,True,,
2017,2018,90,BEST PICTURE,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers","Three Billboards outside Ebbing, Missouri",False,,
2018,2019,91,ACTOR IN A LEADING ROLE,Christian Bale,Vice,False,7.2,"$47,836,282"
2018,2019,91,ACTOR IN A LEADING ROLE,Bradley Cooper,A Star Is Born,False,7.6,"$215,333,122"
2018,2019,91,ACTOR IN A LEADING ROLE,Willem Dafoe,At Eternity's Gate,False,6.9,"$2,294,915"
2018,2019,91,ACTOR IN A LEADING ROLE,Rami Malek,Bohemian Rhapsody,True,7.9,"$216,668,042"
2018,2019,91,ACTOR IN A LEADING ROLE,Viggo Mortensen,Green Book,False,8.2,"$85,080,171"
2018,2019,91,ACTRESS IN A LEADING ROLE,Yalitza Aparicio,Roma,False,7.7,N/A
2018,2019,91,ACTRESS IN A LEADING ROLE,Glenn Close,The Wife,False,8.4,"$9,601,092"
2018,2019,91,ACTRESS IN A LEADING ROLE,Olivia Colman,The Favourite,True,7.5,"$34,366,783"
2018,2019,91,ACTRESS IN A LEADING ROLE,Lady Gaga,A Star Is Born,False,,
2018,2019,91,ACTRESS IN A LEADING ROLE,Melissa McCarthy,Can You Ever Forgive Me?,False,7.1,"$8,803,865"
2018,2019,91,BEST PICTURE,"Kevin Feige, Producer",Black Panther,False,7.3,"$700,426,566"
2018,2019,91,BEST PICTURE,"Sean McKittrick, Jason Blum, Raymond Mansfield, Jordan Peele and Spike Lee, Producers",BlacKkKlansman,False,7.5,"$49,275,340"
2018,2019,91,BEST PICTURE,"Graham King, Producer",Bohemian Rhapsody,False,,
2018,2019,91,BEST PICTURE,"Ceci Dempsey, Ed Guiney, Lee Magiday and Yorgos Lanthimos, Producers",The Favourite,False,,
2018,2019,91,BEST PICTURE,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",Green Book,True,,
2018,2019,91,BEST PICTURE,"Gabriela Rodríguez and Alfonso Cuarón, Producers",Roma,False,,
2018,2019,91,BEST PICTURE,"Bill Gerber, Bradley Cooper and Lynette Howell Taylor, Producers",A Star Is Born,False,,
2018,2019,91,BEST PICTURE,"Dede Gardner, Jeremy Kleiner, Adam McKay and Kevin Messick, Producers",Vice,False,,
2019,2020,92,ACTOR IN A LEADING ROLE,Antonio Banderas,Pain and Glory,False,7.5,"$4,567,338"
2019,2020,92,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,Once upon a Time...in Hollywood,False,7.6,"$142,502,728"
2019,2020,92,ACTOR IN A LEADING ROLE,Adam Driver,Marriage Story,False,7.9,N/A
2019,2020,92,ACTOR IN A LEADING ROLE,Joaquin Phoenix,Joker,True,8.3,"$335,477,657"
2019,2020,92,ACTOR IN A LEADING ROLE,Jonathan Pryce,The Two Popes,False,7.6,N/A
2019,2020,92,ACTRESS IN A LEADING ROLE,Cynthia Erivo,Harriet,False,6.7,"$43,082,155"
2019,2020,92,ACTRESS IN A LEADING ROLE,Scarlett Johansson,Marriage Story,False,,
2019,2020,92,ACTRESS IN A LEADING ROLE,Saoirse Ronan,Little Women,False,7.8,"$108,101,214"
2019,2020,92,ACTRESS IN A LEADING ROLE,Charlize Theron,Bombshell,False,6.8,"$31,762,808"
2019,2020,92,ACTRESS IN A LEADING ROLE,Renée Zellweger,Judy,True,6.8,"$24,313,888"
2019,2020,92,BEST PICTURE,"Peter Chernin, Jenno Topping and James Mangold, Producers",Ford v Ferrari,False,8.1,"$117,624,357"
2019,2020,92,BEST PICTURE,"Martin Scorsese, Robert De Niro, Jane Rosenthal and Emma Tillinger Koskoff, Producers",The Irishman,False,7.8,N/A
2019,2020,92,BEST PICTURE,"Carthew Neal, Taika Waititi and Chelsea Winstanley, Producers",Jojo Rabbit,False,7.9,"$33,370,906"
2019,2020,92,BEST PICTURE,"Todd Phillips, Bradley Cooper and Emma Tillinger Koskoff, Producers",Joker,False,,
2019,2020,92,BEST PICTURE,"Amy Pascal, Producer",Little Women,False,,
2019,2020,92,BEST PICTURE,"Noah Baumbach and David Heyman, Producers",Marriage Story,False,,
2019,2020,92,BEST PICTURE,"Sam Mendes, Pippa Harris, Jayne-Ann Tenggren and Callum McDougall, Producers",1917,False,8.2,"$159,227,644"
2019,2020,92,BEST PICTURE,"David Heyman, Shannon McIntosh and Quentin Tarantino, Producers",Once upon a Time...in Hollywood,False,,
2019,2020,92,BEST PICTURE,"Kwak Sin Ae and Bong Joon Ho, Producers",Parasite,True,8.5,"$53,369,749"
2020,2021,93,ACTOR IN A LEADING ROLE,Riz Ahmed,Sound of Metal,False,7.7,N/A
2020,2021,93,ACTOR IN A LEADING ROLE,Chadwick Boseman,Ma Rainey's Black Bottom,False,6.9,N/A
2020,2021,93,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Father,True,8.2,"$2,122,771"
2020,2021,93,ACTOR IN A LEADING ROLE,Gary Oldman,Mank,False,6.8,N/A
2020,2021,93,ACTOR IN A LEADING ROLE,Steven Yeun,Minari,False,7.4,"$3,110,580"
2020,2021,93,ACTRESS IN A LEADING ROLE,Viola Davis,Ma Rainey's Black Bottom,False,,
2020,2021,93,ACTRESS IN A LEADING ROLE,Andra Day,The United States vs. Billie Holiday,False,6.3,N/A
2020,2021,93,ACTRESS IN A LEADING ROLE,Vanessa Kirby,Pieces of a Woman,False,7.0,N/A
2020,2021,93,ACTRESS IN A LEADING ROLE,Frances McDormand,Nomadland,True,7.3,"$3,700,000"
2020,2021,93,ACTRESS IN A LEADING ROLE,Carey Mulligan,Promising Young Woman,False,7.5,"$6,460,965"
2020,2021,93,BEST PICTURE,"David Parfitt, Jean-Louis Livi and Philippe Carcassonne, Producers",The Father,False,,
2020,2021,93,BEST PICTURE,"Shaka King, Charles D. King and Ryan Coogler, Producers",Judas and the Black Messiah,False,7.4,"$5,478,009"
2020,2021,93,BEST PICTURE,"Ceán Chaffin, Eric Roth and Douglas Urbanski, Producers",Mank,False,,
2020,2021,93,BEST PICTURE,"Christina Oh, Producer",Minari,False,,
2020,2021,93,BEST PICTURE,"Frances McDormand, Peter Spears, Mollye Asher, Dan Janvey and Chloé Zhao, Producers",Nomadland,True,,
2020,2021,93,BEST PICTURE,"Ben Browning, Ashley Fox, Emerald Fennell and Josey McNamara, Producers",Promising Young Woman,False,,
2020,2021,93,BEST PICTURE,"Bert Hamelinck and Sacha Ben Harroche, Producers",Sound of Metal,False,,
2020,2021,93,BEST PICTURE,"Marc Platt and Stuart Besser, Producers",The Trial of the Chicago 7,False,7.7,N/A
2021,2022,94,ACTOR IN A LEADING ROLE,Javier Bardem,Being the Ricardos,False,6.5,N/A
2021,2022,94,ACTOR IN A LEADING ROLE,Benedict Cumberbatch,The Power of the Dog,False,6.8,N/A
2021,2022,94,ACTOR IN A LEADING ROLE,Andrew Garfield,"tick, tick...BOOM!",False,7.5,N/A
2021,2022,94,ACTOR IN A LEADING ROLE,Will Smith,King Richard,True,7.5,"$15,129,285"
2021,2022,94,ACTOR IN A LEADING ROLE,Denzel Washington,The Tragedy of Macbeth,False,7.1,N/A
2021,2022,94,ACTRESS IN A LEADING ROLE,Jessica Chastain,The Eyes of Tammy Faye,True,6.6,"$2,404,127"
2021,2022,94,ACTRESS IN A LEADING ROLE,Olivia Colman,The Lost Daughter,False,6.7,N/A
2021,2022,94,ACTRESS IN A LEADING ROLE,Penélope Cruz,Parallel Mothers,False,7.1,"$2,297,501"
2021,2022,94,ACTRESS IN A LEADING ROLE,Nicole Kidman,Being the Ricardos,False,,
2021,2022,94,ACTRESS IN A LEADING ROLE,Kristen Stewart,Spencer,False,6.5,"$7,086,632"
2021,2022,94,BEST PICTURE,"Laura Berwick, Kenneth Branagh, Becca Kovacik and Tamar Thomas, Producers",Belfast,False,7.2,"$9,250,870"
2021,2022,94,BEST PICTURE,"Philippe Rousselet, Fabrice Gianfermi and Patrick Wachsberger, Producers",CODA,True,8.0,N/A
2021,2022,94,BEST PICTURE,"Adam McKay and Kevin Messick, Producers",Don't Look Up,False,7.2,N/A
2021,2022,94,BEST PICTURE,"Teruhisa Yamamoto, Producer",Drive My Car,False,7.5,"$2,352,240"
2021,2022,94,BEST PICTURE,"Mary Parent, Denis Villeneuve and Cale Boyter, Producers",Dune,False,7.3,"$31,439,560"
2021,2022,94,BEST PICTURE,"Tim White, Trevor White and Will Smith, Producers",King Richard,False,,
2021,2022,94,BEST PICTURE,"Sara Murphy, Adam Somner and Paul Thomas Anderson, Producers",Licorice Pizza,False,7.1,"$17,318,007"
2021,2022,94,BEST PICTURE,"Guillermo del Toro, J. Miles Dale and Bradley Cooper, Producers",Nightmare Alley,False,7.0,"$11,338,107"
2021,2022,94,BEST PICTURE,"Jane Campion, Tanya Seghatchian, Emile Sherman, Iain Canning and Roger Frappier, Producers",The Power of the Dog,False,,
2021,2022,94,BEST PICTURE,"Steven Spielberg and Kristie Macosko Krieger, Producers",West Side Story,False,7.1,"$44,055,492"
2022,2023,95,ACTOR IN A LEADING ROLE,Austin Butler,Elvis,False,7.3,"$151,040,048"
2022,2023,95,ACTOR IN A LEADING ROLE,Colin Farrell,The Banshees of Inisherin,False,7.7,"$10,582,266"
2022,2023,95,ACTOR IN A LEADING ROLE,Brendan Fraser,The Whale,True,7.6,"$17,463,630"
2022,2023,95,ACTOR IN A LEADING ROLE,Paul Mescal,Aftersun,False,7.6,"$1,658,790"
2022,2023,95,ACTOR IN A LEADING ROLE,Bill Nighy,Living,False,7.2,"$3,038,113"
2022,2023,95,ACTRESS IN A LEADING ROLE,Cate Blanchett,Tár,False,7.4,"$6,773,650"
2022,2023,95,ACTRESS IN A LEADING ROLE,Ana de Armas,Blonde,False,5.5,N/A
2022,2023,95,ACTRESS IN A LEADING ROLE,Andrea Riseborough,To Leslie,False,7.1,N/A
2022,2023,95,ACTRESS IN A LEADING ROLE,Michelle Williams,The Fabelmans,False,7.5,"$17,348,945"
2022,2023,95,ACTRESS IN A LEADING ROLE,Michelle Yeoh,Everything Everywhere All at Once,True,7.8,"$77,191,785"
2022,2023,95,BEST PICTURE,"Malte Grunert, Producer",All Quiet on the Western Front,False,8.1,N/A
2022,2023,95,BEST PICTURE,"James Cameron and Jon Landau, Producers",Avatar: The Way of Water,False,7.5,"$684,075,767"
2022,2023,95,BEST PICTURE,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers",The Banshees of Inisherin,False,,
2022,2023,95,BEST PICTURE,"Baz Luhrmann, Catherine Martin, Gail Berman, Patrick McCormick and Schuyler Weiss, Producers",Elvis,False,,
2022,2023,95,BEST PICTURE,"Daniel Kwan, Daniel Scheinert and Jonathan Wang, Producers",Everything Everywhere All at Once,True,,
2022,2023,95,BEST PICTURE,"Kristie Macosko Krieger, Steven Spielberg and Tony Kushner, Producers",The Fabelmans,False,,
2022,2023,95,BEST PICTURE,"Todd Field, Alexandra Milchan and Scott Lambert, Producers",Tár,False,,
2022,2023,95,BEST PICTURE,"Tom Cruise, Christopher McQuarrie, David Ellison and Jerry Bruckheimer, Producers",Top Gun: Maverick,False,8.2,"$718,732,821"
2022,2023,95,BEST PICTURE,"Erik Hemmendorff and Philippe Bober, Producers",Triangle of Sadness,False,7.3,"$4,608,096"
2022,2023,95,BEST PICTURE,"Dede Gardner, Jeremy Kleiner and Frances McDormand, Producers",Women Talking,False,6.9,"$5,456,531"
2023,2024,96,ACTOR IN A LEADING ROLE,Bradley Cooper,Maestro,False,6.5,N/A
2023,2024,96,ACTOR IN A LEADING ROLE,Colman Domingo,Rustin,False,6.5,N/A
2023,2024,96,ACTOR IN A LEADING ROLE,Paul Giamatti,The Holdovers,False,7.9,"$20,355,375"
2023,2024,96,ACTOR IN A LEADING ROLE,Cillian Murphy,Oppenheimer,True,8.3,"$329,862,540"
2023,2024,96,ACTOR IN A LEADING ROLE,Jeffrey Wright,American Fiction,False,7.5,"$21,098,470"
2023,2024,96,ACTRESS IN A LEADING ROLE,Annette Bening,Nyad,False,7.1,N/A
2023,2024,96,ACTRESS IN A LEADING ROLE,Lily Gladstone,Killers of the Flower Moon,False,7.6,"$68,026,901"
2023,2024,96,ACTRESS IN A LEADING ROLE,Sandra Hüller,Anatomy of a Fall,False,7.6,"$5,076,369"
2023,2024,96,ACTRESS IN A LEADING ROLE,Carey Mulligan,Maestro,False,,
2023,2024,96,ACTRESS IN A LEADING ROLE,Emma Stone,Poor Things,True,7.8,"$34,553,225"
2023,2024,96,BEST PICTURE,"Ben LeClair, Nikos Karamigios, Cord Jefferson and Jermaine Johnson, Producers",American Fiction,False,,
2023,2024,96,BEST PICTURE,"Marie-Ange Luciani and David Thion, Producers",Anatomy of a Fall,False,,
2023,2024,96,BEST PICTURE,"David Heyman, Margot Robbie, Tom Ackerley and Robbie Brenner, Producers",Barbie,False,6.8,"$636,238,421"
2023,2024,96,BEST PICTURE,"Mark Johnson, Producer",The Holdovers,False,,
2023,2024,96,BEST PICTURE,"Dan Friedkin, Bradley Thomas, Martin Scorsese and Daniel Lupi, Producers",Killers of the Flower Moon,False,,
2023,2024,96,BEST PICTURE,"Bradley Cooper, Steven Spielberg, Fred Berner, Amy Durning and Kristie Macosko Krieger, Producers",Maestro,False,,
2023,2024,96,BEST PICTURE,"Emma Thomas, Charles Roven and Christopher Nolan, Producers",Oppenheimer,True,,
2023,2024,96,BEST PICTURE,"David Hinojosa, Christine Vachon and Pamela Koffler, Producers",Past Lives,False,7.8,"$11,185,625"
2023,2024,96,BEST PICTURE,"Ed Guiney, Andrew Lowe, Yorgos Lanthimos and Emma Stone, Producers",Poor Things,False,,
2023,2024,96,BEST PICTURE,"James Wilson, Producer",The Zone of Interest,False,7.3,"$8,659,464"
